GeneID	logFC	logCPM	F	PValue	FDR
DECR1	2.07997317197406	9.29038277554965	167.536053674977	2.895896376793e-38	7.79547724667183e-36
DBI	-1.74198200348413	10.4592763827387	165.477855640026	8.1291940223881e-38	2.16765725512075e-35
GLRX	2.02453864594188	9.39539652946803	164.323098667587	1.45067042155857e-37	3.83207471638813e-35
IFI27	10.5098509703285	5.4570313966868	159.848579183026	1.36875701526092e-36	3.58221454040278e-34
PFN1	1.88915266679849	9.73506256430741	159.607030746247	1.61968776205653e-36	4.20004354078236e-34
RPL26	-1.5997405940005	10.9473512783133	156.836902849903	6.20218898618923e-36	1.59368065176944e-33
UROD	3.41195734725645	7.01301776579794	156.480123486764	7.41808141800593e-36	1.88893757909854e-33
ORC4	2.21894827513082	8.65785757180773	156.264731304195	8.2647355702383e-36	2.08573884725701e-33
RPL27	-1.37506695210108	12.2882454921864	155.406415190385	1.27138008363715e-35	3.18013788177027e-33
CCNB2	2.27495516265371	8.48055604847105	155.068438724909	1.50636647028443e-35	3.73486388443766e-33
REPS2	6.49427197899499	5.74050687619111	155.021837476808	1.54200778693907e-35	3.78998696502894e-33
TPGS2	2.53684986305372	7.9822981983537	153.783443215858	2.87066829855726e-35	6.99477926368283e-33
ASF1A	1.79160557311561	9.93537191166774	153.125640287454	3.99349331999783e-35	9.64752894784091e-33
CR1L	8.51964948788504	5.48041218005845	153.049783042436	4.14845719711866e-35	9.93696124377617e-33
CPOX	2.41973257557151	8.14258967248319	151.617987555554	8.51081272352513e-35	2.02149682042385e-32
SLC4A1	6.27638980891671	5.74661120769959	151.268463560872	1.09905196951896e-34	2.58872532653778e-32
MT1E	7.27797591199531	5.57862512687845	150.995700610267	1.16310110864494e-34	2.71694651535943e-32
TNFSF13B	-4.84680504909891	6.46265045365966	157.122352741379	3.14391923527084e-34	7.28384239220741e-32
CCNDBP1	2.82028933690261	7.50126271814483	148.938611078525	3.26632355846932e-34	7.50590531545815e-32
SDCBP	1.92997387549834	9.34946604422416	148.34394812186	4.40255833422638e-34	1.00353476868475e-31
HPGDS	-2.1710699321021	8.72736565917929	148.913531984262	5.08125396774211e-34	1.14897314718584e-31
SLIRP	-1.32662297654648	12.3492437015244	146.465723249921	1.27634311634999e-33	2.86316176060574e-31
SRI	1.71663694942783	10.033202513363	145.323710248302	2.00557353546514e-33	4.4635855102301e-31
MLLT11	-10.6674375551168	5.70339374875821	143.649071522052	4.64976939746509e-33	1.02676353140118e-30
COX7A2L	1.93195043619913	9.22658257361938	143.408849680958	5.24590518251261e-33	1.14942255801332e-30
NARF	3.70156484120218	6.64440776506612	143.343293944266	5.59959017775964e-33	1.21748012595674e-30
ID2	2.98025716316931	7.2377772156556	143.020273438936	6.37624800416917e-33	1.37576068578505e-30
NAP1L1	-1.88257311519753	9.42165782602734	142.270163737152	9.29315132381947e-33	1.98993122854362e-30
HINT1	-1.38041753264925	11.7867737148575	141.437781566079	1.41160672016486e-32	2.99992961995938e-30
GADD45GIP1	2.38372156971257	8.03827950889011	141.253077850266	1.60721357803801e-32	3.38206002890734e-30
NRIP1	-4.9252691311366	6.25322381215789	141.169337635553	1.61534797064388e-32	3.38206002890734e-30
MS4A3	-7.95520179011956	5.76949329510675	140.442403563015	2.32717212719429e-32	4.83658236581961e-30
ARHGDIB	-2.08491325165205	8.71987585117038	138.257633587496	7.30324950548289e-32	1.50676165892317e-29
KLHL7	2.75848132092454	7.39470985093946	137.181686288122	1.197202019178e-31	2.45209529507726e-29
IFI16	-7.09089284365386	5.79873329814912	136.517730089787	1.67121238674948e-31	3.39833223823555e-29
EMC3	2.67792810490326	7.46777388053776	134.629457242359	4.31576771124467e-31	8.71322673988075e-29
CYB5A	2.5107955716434	7.71859809081811	134.384157768246	4.88188017644231e-31	9.78626547426538e-29
HMGB2	1.45026248330341	11.0565951108966	133.859684713096	6.35389945322003e-31	1.26473921158637e-28
CD58	1.85830910321141	9.22385426135775	133.255319698433	8.60861567691888e-31	1.70155609865813e-28
TAF9	1.53043902205878	10.5525285079366	133.186237435535	8.9127101125132e-31	1.74942882868185e-28
HOPX	-7.86707338554974	5.68468319307844	132.053132745045	1.57510116562367e-30	3.0703609963002e-28
CD48	-10.5382776437709	5.57965718543934	131.790620593393	1.79723267530248e-30	3.47936860050854e-28
LOC101928834	-5.92247920447705	5.89283662963629	130.254850043103	3.88887024486973e-30	7.47747737899611e-28
B4GALT6	-4.91982516043375	6.13351409366918	130.140982409421	5.96159745752256e-30	1.1385442711951e-27
NPR3	-7.8225749767977	5.64214762604123	128.013020978677	1.2001236315489e-29	2.27661036548521e-27
HNRNPA3	-2.24496038427141	8.14263900671279	127.676028480411	1.42167503205439e-29	2.67890965206782e-27
SLC25A21	10.1647752687339	5.10834580869605	127.233413706705	1.77597850114667e-29	3.32437300231197e-27
MOSPD1	3.62772545889431	6.49958987283623	127.188569997149	1.81647215624465e-29	3.3778016773852e-27
CNRIP1	3.56713379924816	6.53386551564222	127.000317394814	1.99678646130099e-29	3.68883459664526e-27
SLC39A10	-4.27961486844924	6.31231564626506	125.809008662114	3.63458366627397e-29	6.67087709917103e-27
CBFB	-3.98438560320169	6.44385978604836	125.354361615982	4.56807834571753e-29	8.3301118994649e-27
NAA38	-1.90234772038697	8.89591637451752	123.585104506826	1.11201576635335e-28	2.01481574589599e-26
RPL38	-1.35044219912348	11.2514662247362	121.086299319848	3.90754641578685e-28	7.03482798995001e-26
DNAJA4	5.08374343429984	5.69203285984198	120.394454560831	5.53398450751515e-28	9.89987798132378e-26
SLC25A37	4.03678397250101	6.15214313750274	120.100610234571	6.41550744041159e-28	1.133527674514e-25
VDAC3	1.66700678062865	9.56706733455006	120.100280165761	6.41657271969716e-28	1.133527674514e-25
ATP8B4	-10.380721423804	5.43000979158155	118.881300778155	1.18472554359046e-27	2.07989239065742e-25
FXN	2.43346031908913	7.56308359835207	118.794191651594	1.23779818726672e-27	2.15965220759839e-25
TFEC	-10.3714384970158	5.42098101129346	118.13897163398	1.72111761025854e-27	2.98450240821826e-25
DPM2	4.87003609461332	5.73834491736811	117.912180302495	1.92914403659519e-27	3.32483269477824e-25
COA1	2.04114269086492	8.26721678878745	117.854255734904	1.98619269442085e-27	3.40240827320033e-25
TIMM8B	-1.35349243216131	11.0783395633453	117.182974526758	2.78421891770676e-27	4.74071974150492e-25
C12orf45	-2.06601104140892	8.27076410816723	116.693651416322	3.56148443687074e-27	6.02786572503902e-25
PTPRC	-3.46358664897853	6.63581938551192	116.427186899481	4.07250139430925e-27	6.85174118512803e-25
RNASE2	-10.3436213497352	5.39492665046839	116.043678091992	4.93936817974073e-27	8.26102021303976e-25
CDK6-AS1	-10.3293401729027	5.38088074265558	114.910500418306	8.73629548555157e-27	1.45253759940656e-24
LYPLA1	-2.27727088329667	7.83853386222513	114.100248523781	1.31347960264036e-26	2.17108192799005e-24
TXNL1	1.78689071297652	8.94074484802271	113.890692557086	1.4595800411449e-26	2.39854824784655e-24
PROM1	-10.3142331937071	5.36675450337599	113.804116727625	1.52458573216635e-26	2.49089108206254e-24
CKS2	1.31222552647643	11.1698622631976	113.057044815807	2.22052021306411e-26	3.60706918518719e-24
SPTA1	6.87143649771097	5.17191604434929	112.670519351635	2.69742876096677e-26	4.35673279592718e-24
NDUFA4	-1.23355123931856	11.7236805623532	112.308808107697	3.23611206611146e-26	5.19708565617275e-24
UBE2C	2.17344357440513	7.88893436045582	111.978439804912	3.82162079678538e-26	6.10271818198525e-24
HNRNPDL	-2.07349870451135	8.15440745886182	111.447610931801	4.99229649225436e-26	7.92737417716683e-24
NDUFB2	-1.39513699459465	10.5684109418321	111.165453306923	5.75426187515153e-26	9.08626882129374e-24
ST6GALNAC1	7.30786971663718	5.09351883045617	111.128043701351	5.86365971316035e-26	9.20757454402652e-24
ANGPT1	-10.2757746031086	5.33018453247821	110.976541830199	6.32838687734066e-26	9.88242293304055e-24
CFH	-7.61076858693373	5.44097777367001	110.581553250877	7.7206755171655e-26	1.19903787633342e-23
ALOX5AP	-7.60210706208165	5.43283542811194	109.847220717324	1.14285089231514e-25	1.76517379624522e-23
CSTB	2.18561717465856	7.78200755419615	107.876442411127	3.01441644218192e-25	4.63056960534087e-23
TMEM258	-1.39093660708041	10.4382520493184	107.387558900489	3.85592104291558e-25	5.89122206908156e-23
HLA-DRA	-10.2203483830835	5.27813595949809	107.060423826021	4.54652476744523e-25	6.90900658880857e-23
MRPL34	2.66750354235687	7.05562268316476	107.01849715768	4.64354854417686e-25	7.01871120861813e-23
HNRNPH1	-1.66256209171333	9.23946162638894	106.791759153688	5.55480127391416e-25	8.35140734080765e-23
SNX3	1.82965858478786	8.54663180317255	105.918054129839	8.08274451935304e-25	1.20877658116145e-22
TMEM138	2.73357690507467	6.92284323197712	103.435270759193	2.93197950069465e-24	4.3617052940597e-22
MRPL33	-1.61929550461982	9.27559443026887	102.759633773058	3.96806531174775e-24	5.87211340505498e-22
NCL	-2.59034701731156	7.18348226481773	102.636716168338	4.22159168389091e-24	6.19960461290285e-22
DHX15	-2.22539461862785	7.69518003890566	102.631250250982	4.23323435446754e-24	6.19960461290285e-22
HIGD1A	1.31147474577003	10.7194145019866	102.581658529348	4.34034564088535e-24	6.32370461544455e-22
ITGAE	-1.87578458474424	8.36966760542256	102.253256624986	5.12140318249185e-24	7.42340825400677e-22
USP15	1.85200427056213	8.34908186974677	101.976340673456	5.88828567620655e-24	8.49144870601929e-22
CPA3	-6.68238490971218	5.41151242944582	101.95751217518	5.94441800937685e-24	8.52888198147394e-22
RPL18A	2.45786617740937	7.22252886705932	101.927651540534	6.03453936101213e-24	8.61445732520242e-22
CMTM6	-3.66218925022194	6.29566498625891	101.820782188789	6.70365890403146e-24	9.52155371469595e-22
TCEAL9	-1.95419803677988	8.17626875899738	101.131623590481	9.01274268872473e-24	1.27372586048402e-21
IFITM1	-2.38932369512644	7.37827875337589	100.210620521534	1.433640192729e-23	2.01601194266096e-21
APOBEC3B	9.800763420023	4.74025728200347	100.015252772213	1.58198978463368e-23	2.21361095359757e-21
H2AZ1	-0.954758659211548	13.9056404532557	99.8935458567967	1.68207068508832e-23	2.34205556226706e-21
ACAT1	1.96975426614735	8.02184861850852	98.991470964145	2.65040320398327e-23	3.6678260227391e-21
HNRNPR	-2.1682607601471	7.71597292822292	98.9841546595154	2.66019577095884e-23	3.6678260227391e-21
RHNO1	3.09529497105836	6.48926507297263	98.7802517772077	2.94816371158725e-23	4.04513821883562e-21
LAPTM4B	-2.98548537941836	6.73104905470476	98.7043064247611	3.06321629689376e-23	4.18269606916436e-21
ECH1	2.88815265679726	6.6712146085917	98.0222354733852	4.32020336254367e-23	5.87069942511043e-21
NUP37	1.70670732468823	8.72287012812623	97.9030616159607	4.58771328460417e-23	6.20438832484866e-21
CASP1	-4.89020391540076	5.7125951260131	97.9634726911995	4.66672352717379e-23	6.28118764264606e-21
ATP5ME	-1.25581225254408	10.9115567659297	97.8182799618034	4.78805018969534e-23	6.41394495790231e-21
LAGE3	2.33702048412243	7.29711748822435	97.3003714717466	6.3574262948249e-23	8.47606859543519e-21
SNRPC	1.61194815855555	9.05396536954796	96.9352558980662	7.47312831975074e-23	9.91680619519976e-21
HSPA8	-1.40060756140162	9.98670763585615	96.3528979276351	1.00236183993596e-22	1.32391389746682e-20
HMGCS1	-2.02181507697329	7.91650768650383	95.6983109691449	1.39435590944938e-22	1.8330916177017e-20
SUB1	-1.10632059148578	11.9654009884319	95.5628218112504	1.49295275417065e-22	1.95362544428858e-20
ATP5MD	-1.29273035899609	10.5302045647945	95.1865731664019	1.80487826452505e-22	2.35091632012906e-20
CDCA7	-2.68892345031976	6.94584718335354	94.9196712804001	2.06492433224054e-22	2.67729753443939e-20
SQOR	3.59858556677668	6.02696545800144	94.1880259274211	2.98646398313399e-22	3.85444769330055e-20
CPVL	3.13420456344792	6.35126288953428	93.0791476708761	5.38759063948844e-22	6.92182951932458e-20
MYL4	9.68863724776742	4.62742010897464	92.9755352751866	5.50507005857645e-22	7.04076041654586e-20
TMSB10	-1.72746881987985	8.54806869186823	92.8712042020393	5.8025553986488e-22	7.38780307850488e-20
CLC	-9.99518810354595	5.06502910463353	92.3319420171632	7.61664346547282e-22	9.65401020410715e-20
FLI1	-9.98995499218852	5.06104084002844	92.0741121852752	8.67467499190022e-22	1.09459682431277e-19
SAT1	2.04450422629706	7.69600947836326	92.0143757918183	8.94008215396407e-22	1.12000031985784e-19
CDKN2A	9.6731042891145	4.61116677217985	92.0110162285774	8.95524756015821e-22	1.12000031985784e-19
IGFBP7	-9.98466610721405	5.05571885499571	91.7341945094788	1.02974771320983e-21	1.28219467462009e-19
KIF5B	-2.45462320963247	7.14467702968121	91.6277199148576	1.08657727705141e-21	1.34702222525693e-19
PPP2R5C	1.96078337856733	7.8554931722825	91.4112460113085	1.21197452200382e-21	1.49591527792305e-19
SET	-1.73455229874132	8.47146195212066	91.4005191177525	1.21855169478713e-21	1.49749407187644e-19
TMBIM6	1.25548448541424	10.5455070363971	90.8015592804587	1.64851461337374e-21	2.01711106264107e-19
SLC16A9	5.34114911046187	5.16151280488646	90.7030444631511	1.73253153401871e-21	2.11077602625167e-19
HSPA5	-2.43861713291065	7.14060235351713	90.4331850308129	1.98526768167813e-21	2.40830862758079e-19
RPS29	-1.23196457534136	10.7167769794786	90.3466910560163	2.07383457604342e-21	2.50499719196014e-19
GPX4	3.02407591991036	6.39381732932691	90.2653491324779	2.16072891845739e-21	2.59885118639141e-19
ALAS2	9.63968867121404	4.57765246765977	90.0410284281363	2.41969945042328e-21	2.8980002104328e-19
RSU1	2.1075791402347	7.5213069015779	90.1497299322106	2.50604732502342e-21	2.98875222117244e-19
FCER1G	-9.94806626625993	5.02171778344681	89.6006829556156	3.02182933271997e-21	3.58873975165252e-19
LPCAT2	-7.29912839412755	5.14754798170896	89.1908226274062	3.71622785014899e-21	4.39494477759252e-19
HSP90B1	-1.84686486958993	8.11773148271416	88.871906223968	4.36521162789406e-21	5.1409461109344e-19
HGF	-7.2876791107573	5.13658924280233	88.4703778783701	5.34589310009305e-21	6.26977877486017e-19
CCNB1	1.73884851153662	8.27842557638337	87.846805859858	7.51722024140757e-21	8.77992686460268e-19
PVT1	3.66129406649835	5.86072068770436	86.7924843608238	1.24700396975135e-20	1.45047601666757e-18
NUSAP1	1.54099467240848	8.94865529031274	86.20396573746	1.67845858091014e-20	1.94432917169775e-18
CLIC2	5.54304102737708	5.02669189444025	86.1644213318457	1.71230770418738e-20	1.97544396974924e-18
GTF3C6	-1.3609077813931	9.77852629710091	85.7658446813608	2.09403204058924e-20	2.40600876533556e-18
SLC25A24	-5.96354295649283	5.25432894634368	85.5412031422905	2.34555638546759e-20	2.68409519171018e-18
NUCKS1	-2.05813827804417	7.58645318364889	85.0860194739922	2.95168457691604e-20	3.36408728090854e-18
AP2S1	2.97543205115361	6.33781451447679	84.7854135225459	3.43556393067166e-20	3.899847971905e-18
RPS27A	-1.17820199165896	10.8109235065647	84.5730723523513	3.82445812257963e-20	4.32393235338853e-18
C19orf81	4.95289297875598	5.16986307081354	84.3987538331377	4.17641404904673e-20	4.70304155762174e-18
WIPF1	-4.04326403799124	5.80521942475858	84.1866038555711	4.64874998655526e-20	5.21416342738034e-18
MDFIC	-9.84670596227912	4.92711618267375	83.8967431122152	5.38165930904116e-20	6.01235574585171e-18
ISG20	6.13360925867693	4.83444292851201	83.6033603860288	6.24125028081983e-20	6.94523382627451e-18
FAM178B	6.460490706489	4.76229135586318	83.3804912995689	6.98491783203402e-20	7.74230205970359e-18
MINPP1	2.2251168707992	7.18021303395888	83.224563700714	7.55731234031416e-20	8.3440403632414e-18
CCDC152	-2.56180935814316	6.85435836360523	83.0283801597574	8.34460177109961e-20	9.17743848482999e-18
MPHOSPH6	-1.50249917282779	9.024057303071	82.6779235713228	9.96072936912205e-20	1.09124037061331e-17
NDUFB3	-1.12041070911358	11.1477518314312	82.4681178188017	1.10744392646786e-19	1.20856766724379e-17
SNRPE	-1.20524470879802	10.4885506235208	82.3598501385791	1.16970370245876e-19	1.27160289038449e-17
RFLNB	-4.67101218319076	5.51097706078155	81.905603659572	1.47144063815273e-19	1.59349692097268e-17
C16orf95	5.64772106190836	4.8958292517885	81.0757795915638	2.23786671220018e-19	2.41424819161596e-17
BCAT1	-1.77331763738508	8.07069924834585	80.7489916264451	2.63966740791295e-19	2.83688970664104e-17
EMB	-9.78647965858761	4.87202178405258	80.7379688985581	2.65441156206209e-19	2.84192965157897e-17
RPS19	1.2038401050507	10.3285289455724	79.8287642399531	4.20259469638915e-19	4.48250336201658e-17
HMBS	3.82089171742776	5.61995172739753	79.8009918730351	4.26199921768856e-19	4.52877473263034e-17
PLEK	-6.3378459878373	5.08836496822844	79.6423201810225	4.61786602922253e-19	4.88853870097284e-17
NUCB2	-1.23148487045477	10.1691846426889	79.3277183959957	5.41375008249754e-19	5.70968828663407e-17
TBPL1	2.35992504122424	6.90426520668836	79.0928637233976	6.09610591429886e-19	6.40544363076793e-17
MAP7	2.75670634397552	6.42602092667055	78.5705941014857	7.93791111963041e-19	8.3098169554205e-17
SON	-1.37040600530078	9.43231301779257	78.4333584904109	8.50815159929521e-19	8.87390793188484e-17
NPL	5.29378998039746	4.91304363429937	77.4401453705813	1.40575114043293e-18	1.46079249942415e-16
CD44	-3.09215317252094	6.23985013669275	77.069372767468	1.69561080761791e-18	1.75554723360147e-16
